page_id,run_number,response_time_ms,status_code,success,error
8204,2,23.6,200,1,
8204,3,64.17,200,1,
8235,1,111.22,200,1,
8235,2,94.62,200,1,
8235,3,100.99,200,1,
8236,1,120.9,200,1,
8236,2,94.87,200,1,
8236,3,101.1,200,1,
8248,1,82.01,200,1,
8248,2,81.71,200,1,
8248,3,34.07,200,1,
8296,1,168.5,200,1,
8296,2,101.97,200,1,
8296,3,103.49,200,1,
8327,1,95.32,200,1,
8327,2,116.2,200,1,
8327,3,95.22,200,1,
8329,1,4.99,200,1,
8329,2,4.88,200,1,
8329,3,5.13,200,1,
8341,1,88.42,200,1,
8341,2,98.75,200,1,
8341,3,180.38,200,1,
8356,1,45.92,200,1,
8356,2,87.68,200,1,
8356,3,91.11,200,1,
8374,1,109.38,200,1,
8374,2,100.6,200,1,
8374,3,92.05,200,1,
8376,1,90.26,200,1,
8376,2,106.55,200,1,
8376,3,90.97,200,1,
8378,1,93.06,200,1,
8378,2,99.2,200,1,
8378,3,115.73,200,1,
8379,1,101.41,200,1,
8379,2,94.79,200,1,
8379,3,95.59,200,1,
8380,1,121.59,200,1,
8380,2,89.52,200,1,
8380,3,95.46,200,1,
8390,1,109.14,200,1,
8390,2,115.66,200,1,
8390,3,89.34,200,1,
8393,1,89.03,200,1,
8393,2,91.05,200,1,
8393,3,108.82,200,1,
8412,1,99.12,200,1,
8412,2,98.2,200,1,
8412,3,99.09,200,1,
8428,1,123.56,200,1,
8428,2,100.69,200,1,
8428,3,100.45,200,1,
8437,1,163.71,200,1,
8437,2,96.04,200,1,
8437,3,98.46,200,1,
8503,1,5.33,200,1,
8503,2,4.68,200,1,
8503,3,4.86,200,1,
8528,1,82.38,200,1,
8528,2,110.08,200,1,
8528,3,91.64,200,1,
8532,1,42.7,200,1,
8532,2,87.46,200,1,
8532,3,112.23,200,1,
8575,1,100.35,200,1,
8575,2,98.39,200,1,
8575,3,98.96,200,1,
8648,1,96.48,200,1,
8648,2,162.19,200,1,
8648,3,109.73,200,1,
8653,1,93.12,200,1,
8653,2,101.93,200,1,
8653,3,109.61,200,1,
8682,1,95.21,200,1,
8682,2,98.18,200,1,
8682,3,93.89,200,1,
